№ рішення,Форма судового рішення,Дата ухвалення рішення,Дата набрання законної сили,Форма судочинства,№ судової справи,Назва суду,Суддя
1682204,Рішення,08.04.2008,,Цивільне,2-369/2008,Кагарлицький районний суд Київської області,Кириченко В.І.
1678703,Постанова,08.04.2008,,Адміністративне,2-а-4543/2008,Білоцерківський міськрайонний суд Київської області,Дмитренко А.М.
1542564,Ухвала,08.04.2008,,Господарське,9/128-08,Господарський суд Київської області,Євграфова Є.П.
1690928,Постанова,08.04.2008,,Адміністративне,2-а-4748/2008,Білоцерківський міськрайонний суд Київської області,Дмитренко А.М.
1703502,Вирок,08.04.2008,,Кримінальне,1-300/2008,Білоцерківський міськрайонний суд Київської області,
1704610,Ухвала,08.04.2008,,Цивільне,22ц-1022/2008,Апеляційний суд Київської області,Поліщук М.А.
1714743,Ухвала,08.04.2008,,Цивільне,2-295/2008,Яготинський районний суд Київської області,Карпович В.Д.
1825247,Рішення,08.04.2008,,Цивільне,2-394/2008,Переяслав-Хмельницький міськрайонний суд Київської області,Коляденко І.В.
1632930,Рішення,08.04.2008,,Господарське,9/079-08,Господарський суд Київської області,Євграфова Є.П.
1562835,Постанова,08.04.2008,,Господарське,а9/047-08,Господарський суд Київської області,Євграфова Є.П.
1782655,Рішення,08.04.2008,,Цивільне,2-501/2008,Бородянський районний суд Київської області,Стасенко Г.В.
1812433,Рішення,08.04.2008,,Цивільне,2-281/2008,Богуславський районний суд Київської області,Бакуменко А.С.
5116482,Постанова,08.04.2008,,Адміністративне,2а-710/2008,Фастівський міськрайонний суд Київської області,Івасишин В.П.
2600396,Рішення,08.04.2008,,Цивільне,2-512/08,Бородянський районний суд Київської області,Гумбатов В.А.
3779461,Ухвала,08.04.2008,,Цивільне,22ц-1210/2008,Апеляційний суд Київської області,Корзаченко І.Ф.
3779453,Ухвала,08.04.2008,,Цивільне,22ц-1244\2008,Апеляційний суд Київської області,Червінко К.С.
3575784,Ухвала,08.04.2008,,Кримінальне,10с-62/2008,Апеляційний суд Київської області,
